Identifier,Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score
STMPA.PA,STMicroelectronics NV,Semiconductors & Semiconductor Equipment,2021,77.78,97.13,9.0,61.0,17.0,2624000000.0,45785.0,31.08,91.25,11121000000.0,2024704.0,66.82
STMPA.PA,STMicroelectronics NV,Semiconductors & Semiconductor Equipment,2022,77.78,90.22,9.0,59.87,15.97,3896000000.0,47135.0,37.5,96.59,12318000000.0,2026668.0,58.56
STMPA.PA,STMicroelectronics NV,Semiconductors & Semiconductor Equipment,2023,88.89,85.64,9.0,56.0,20.0,6227000000.0,49812.0,38.83,71.59,16326000000.0,2414390.0,64.24
STMPA.PA,STMicroelectronics NV,Semiconductors & Semiconductor Equipment,2024,77.78,79.44,9.0,57.0,20.0,6787000000.0,51346.5,27.22,51.04,20474000000.0,2513112.0,50.27
STN.TO,Stantec Inc,Construction & Engineering,2017,22.22,90.19,9.0,37.0,2.0,282261270.57,22000.0,14.38,51.61,2098195118.07,481808.3,94.2
STN.TO,Stantec Inc,Construction & Engineering,2018,25.0,91.22,8.0,36.0,0.0,276453765.49,22000.0,15.06,51.61,2084329397.96,336799.9,92.76
STN.TO,Stantec Inc,Construction & Engineering,2019,20.0,94.31,10.0,45.0,0.0,440782381.03,22000.0,46.86,51.61,2653935006.93,479559.05,91.94
STN.TO,Stantec Inc,Construction & Engineering,2020,11.11,97.51,9.0,45.0,23.0,448468185.39,22000.0,57.18,51.61,2548782403.77,492731.92,93.12
STN.TO,Stantec Inc,Construction & Engineering,2021,15.991428571428571,88.7,8.0,44.0,21.0,418473959.16,23500.0,68.26,51.61,3105429792.62,375632.0,92.28
STN.TO,Stantec Inc,Construction & Engineering,2022,11.11,73.37,9.0,39.21,15.38,492730090.78,25500.0,83.33,51.61,3106502324.89,573633.2,90.45
STN.TO,Stantec Inc,Construction & Engineering,2023,12.5,77.1,8.0,46.0,13.0,622423556.06,27000.0,87.17,51.61,3134767836.92,770976.0,91.16
STN.TO,Stantec Inc,Construction & Engineering,2024,10.0,94.03,10.0,46.0,14.0,663838664.81,30000.0,87.11,51.61,3468636995.83,832115.2,92.76
STRV.VI,STRABAG SE,Construction & Engineering,2017,45.45,71.88,11.0,29.0,0.0,781199841.65,72371.5,43.75,55.56,5628166648.67,654760.1599999999,47.1
STRV.VI,STRABAG SE,Construction & Engineering,2018,54.55,36.11,11.0,46.0,0.0,863525323.42,74182.0,42.11,55.56,5754086384.07,654760.1599999999,49.145714285714284
STRV.VI,STRABAG SE,Construction & Engineering,2019,54.55,35.0,11.0,49.0,25.0,1158157523.04,76189.5,41.94,55.56,5916761204.4,654760.1599999999,51.08
STRV.VI,STRABAG SE,Construction & Engineering,2020,54.55,34.85,11.0,39.0,25.0,1261069858.33,75629.5,39.71,55.56,6429197606.25,873799.84,53.67
STRV.VI,STRABAG SE,Construction & Engineering,2021,54.55,48.57,11.0,54.0,25.0,1446656662.8,73973.0,38.89,55.56,5985763817.84,404409.6,51.84
STRV.VI,STRABAG SE,Construction & Engineering,2022,36.36,24.29,11.0,44.21,20.0,1152717251.71,73673.0,37.14,55.56,5332238869.86,494632.32,43.54
STRV.VI,STRABAG SE,Construction & Engineering,2023,33.33,58.33,9.0,36.0,17.0,1295857106.6,75438.0,37.5,55.56,5858199154.65,772795.2,48.6
STRV.VI,STRABAG SE,Construction & Engineering,2024,33.33,50.0,9.0,47.0,14.0,1137026223.9357142,74493.78571428571,29.17,55.56,5843487669.391428,728163.84,48.19
SUN.S,Sulzer AG,Machinery,2017,62.5,31.51,8.0,35.2,3.0,334086010.47,14368.5,24.34,27.910000000000007,2479934311.81,50372.0,41.83
SUN.S,Sulzer AG,Machinery,2018,62.5,24.38,8.0,37.0,0.0,394742205.01,15152.0,24.14,27.910000000000007,3032097004.28,50372.0,42.86
SUN.S,Sulzer AG,Machinery,2019,57.14,35.94,7.0,26.0,0.0,492560446.37,16039.0,80.51,10.71,3144348005.79,50372.0,43.24
SUN.S,Sulzer AG,Machinery,2020,57.14,35.29,7.0,24.0,0.0,422664105.75,14851.5,75.8,14.58,3702406507.74,50372.0,38.94
SUN.S,Sulzer AG,Machinery,2021,62.5,36.63,8.0,32.0,0.0,446831835.12,13506.5,68.84,19.72,3184499013.37,50372.0,35.76
SUN.S,Sulzer AG,Machinery,2022,62.5,67.15,8.0,35.2,3.0,488749459.11,13342.0,70.39,31.25,2698074426.66,50372.0,42.97
SUN.S,Sulzer AG,Machinery,2023,33.33,79.17,6.0,35.2,3.0,537730243.61,12999.0,78.57,28.7,2671182412.36,50372.0,26.85
SUN.S,Sulzer AG,Machinery,2024,57.14,57.21,7.0,57.0,15.0,591490299.82,13292.5,94.0,62.5,2642195767.2,50372.0,32.78
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2017,60.592,60.194,8.4,35.606,24.4,80117007.08,2805.5,56.628,5.363999999999999,227035820.59,74823.0,59.206
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2018,60.592,60.194,8.4,35.606,24.4,132290605.26,2771.5,56.628,5.363999999999999,275283268.8,74823.0,59.206
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2019,60.592,60.194,8.4,35.606,24.4,200401942.55,4100.5,56.628,5.363999999999999,779989667.29,74823.0,59.206
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2020,54.55,51.31,11.0,29.0,20.0,212378262.34,5830.5,63.38,1.56,994888713.14,74823.0,69.86
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2021,57.14,42.82,7.0,33.0,24.0,175596360.45,7465.0,57.25,4.13,1001348388.51,74823.0,70.87
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2022,55.56,59.18,9.0,31.03,25.0,287532453.48,8885.5,53.64,7.14,889742535.7,74823.0,51.96
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2023,50.0,56.86,8.0,31.0,24.0,291412953.06,9180.0,58.87,12.04,804051099.23,73386.0,50.28
SWON.S,SoftwareOne Holding Ltd,Electronic Equipment Instruments & Components,2024,85.71,90.8,7.0,54.0,29.0,197104226.31714287,5862.642857142857,50.0,1.95,710334213.3228571,76260.0,53.06
SY1G.DE,Symrise AG,Chemicals,2017,8.33,92.02,13.0,55.24714285714286,19.071428571428573,750767145.31,9095.5,32.98,42.916000000000004,4066598289.37,48450.0,97.4
SY1G.DE,Symrise AG,Chemicals,2018,8.33,88.05,13.0,61.0,40.0,723140884.48,9447.0,33.04,42.916000000000004,4124724745.39,48266.4,95.71
SY1G.DE,Symrise AG,Chemicals,2019,8.33,85.06,13.0,56.0,17.0,769296908.28,9955.5,32.85,42.916000000000004,5060039683.43,49439.4,96.46
SY1G.DE,Symrise AG,Chemicals,2020,8.33,85.28,13.0,54.0,12.0,901993160.72,10397.5,31.22,28.0,5407072545.19,51700.0,96.36
SY1G.DE,Symrise AG,Chemicals,2021,8.33,85.33,13.0,54.0,12.0,952689675.56,10841.0,31.08,28.72,5737150717.32,49848.2,93.88
SY1G.DE,Symrise AG,Chemicals,2022,8.33,82.62,13.0,51.73,12.5,953000856.16,11597.0,29.75,64.29,6575223672.95,47175.3,93.01
SY1G.DE,Symrise AG,Chemicals,2023,8.33,62.77,12.0,53.0,7.0,930737311.42,12239.0,28.78,70.0,6875962610.22,48316.8,93.87
SY1G.DE,Symrise AG,Chemicals,2024,8.33,57.89,12.0,57.0,33.0,854517991.7042855,10510.357142857143,65.95,23.57,5406681751.981428,51534.0,92.55
SYENS.BR,Syensqo NV,Chemicals,2017,73.33,85.71,15.0,51.0,10.0,1943472121.3739998,12702.333333333334,85.71,85.71,10947673061.612,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2018,73.33,85.71,15.0,51.0,10.0,1943472121.3739998,12702.333333333334,85.71,85.71,10947673061.612,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2019,73.33,85.71,15.0,51.0,10.0,1943472121.3739998,12702.333333333334,85.71,85.71,10947673061.612,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2020,73.33,85.71,15.0,51.0,10.0,2911577918.91,12702.333333333334,85.71,85.71,10776746458.23,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2021,73.33,85.71,15.0,51.0,10.0,1516495009.44,12617.0,85.71,85.71,11494213673.46,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2022,73.33,85.71,15.0,51.0,10.0,2081549657.53,12530.5,85.71,85.71,11582833904.11,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2023,73.33,85.71,15.0,51.0,10.0,1846313442.88,12959.5,85.71,85.71,10948760111.68,196530.0,59.47
SYENS.BR,Syensqo NV,Chemicals,2024,73.33,85.71,15.0,51.0,10.0,1361424578.11,12702.333333333334,85.71,85.71,9935811160.58,196530.0,59.47
TASC.KL,TASCO Bhd,Air Freight & Logistics,2017,11.805,11.9,8.666666666666666,21.5,1.0,12637934.0,1550.0,10.386666666666665,33.33,88185203.44,1149.0,56.54
TASC.KL,TASCO Bhd,Air Freight & Logistics,2018,11.805,11.9,8.666666666666666,21.5,1.0,17986040.91,1950.0,10.386666666666665,33.33,165628480.06,1149.0,56.54
TASC.KL,TASCO Bhd,Air Freight & Logistics,2019,11.805,11.9,8.666666666666666,21.5,1.0,15695213.24,2400.0,10.386666666666665,33.33,182355235.29,1149.0,56.54
TASC.KL,TASCO Bhd,Air Freight & Logistics,2020,11.805,11.9,8.666666666666666,21.5,1.0,17116125.67,2350.0,10.386666666666665,33.33,194101240.44,1149.0,56.54
TASC.KL,TASCO Bhd,Air Freight & Logistics,2021,11.805,11.9,8.666666666666666,21.5,1.0,27298171.29,2200.0,10.386666666666665,33.33,193671874.55,1149.0,56.54
TASC.KL,TASCO Bhd,Air Freight & Logistics,2022,11.805,16.71,9.0,20.0,1.0,37693918.63,2200.0,15.01,33.33,198231011.18,432.0,55.93
TASC.KL,TASCO Bhd,Air Freight & Logistics,2023,11.11,7.36,9.0,23.0,1.0,39927800.45,2250.0,8.27,33.33,213719478.46,1042.0,56.6
TASC.KL,TASCO Bhd,Air Freight & Logistics,2024,12.5,11.63,8.0,21.5,1.0,27029253.57,2156.0,7.88,33.33,229797670.73,1973.0,57.09
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2017,21.05,34.38,19.0,56.40857142857143,65.48142857142857,19256007005.67,125020.5,57.0,25.0,95229183910.94,4947000.0,62.37
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2018,23.53,60.58,17.0,49.0,54.0,18385861088.17,121428.0,58.49,25.0,91081750619.32,4750000.0,59.91
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2019,23.53,36.18,17.0,47.0,55.0,16684976346.88,118742.5,52.6,25.0,92318902315.99,3401635.0,62.3
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2020,17.65,61.88,17.0,69.0,79.0,17313141182.22,115072.0,43.13,25.0,84622618466.05,4079968.0,59.77
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2021,17.65,57.59,17.0,62.0,52.0,14390787349.66,108473.5,30.65,25.0,87368983470.89,3549124.0,65.85
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2022,20.0,53.8,15.0,60.86,70.37,13306934931.51,103900.5,34.81,25.0,82508561643.84,4178665.43,67.45
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2023,20.0,45.68,15.0,55.0,80.0,14081864633.11,103896.5,5.56,25.0,78588061315.71,3602966.78,70.19
TEF.MC,Telefonica SA,Diversified Telecommunication Services,2024,20.0,65.58,15.0,52.0,68.0,13956931359.35,102506.0,10.39,25.0,70162542706.28,3149186.0,68.29
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2017,16.67,35.71,12.0,40.0,15.0,2640000000.0,76500.0,95.39,25.0,14095000000.0,32500.0,65.0
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2018,8.33,32.95,12.0,34.0,25.0,3138000000.0,79000.0,93.68,25.0,14831000000.0,138023.0,75.71
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2019,8.33,32.08,12.0,34.0,20.0,2950000000.0,79000.0,95.96,25.0,14535000000.0,111190.0,72.62
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2020,15.108571428571429,13.64,12.0,34.0,0.0,2441000000.0,80000.0,94.59,25.0,13641000000.0,92411.0,70.0
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2021,15.38,39.29,13.0,30.0,40.0,3467000000.0,85500.0,54.35,25.0,14840000000.0,85535.0,71.05
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2022,15.38,30.91,13.0,31.0,46.0,3727000000.0,90500.0,50.0,25.0,15103000000.0,172689.0,61.17
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2023,16.67,49.07,12.0,28.0,40.0,3471000000.0,91000.0,11.11,25.0,15866000000.0,231237.0,60.81
TEL.N,TE Connectivity PLC,Electronic Equipment Instruments & Components,2024,25.0,36.36,12.0,44.0,24.0,3809000000.0,88500.0,33.64,25.0,16689000000.0,211222.0,58.62
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2017,18.18,60.0,11.0,52.0,50.0,5613135128.55,29500.0,67.5,15.835,16648227123.19,256300.0,42.78
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2018,11.11,73.91,9.0,54.0,36.0,5126234271.36,22000.0,84.78,15.835,14599534652.2,256300.0,53.77
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2019,20.0,47.22,10.0,56.0,70.0,5784881071.72,20500.0,77.78,16.67,20890367265.11,256300.0,57.79
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2020,10.0,45.16,10.0,54.0,70.0,6431993844.65,19000.0,70.63,15.0,22700544422.29,256300.0,53.52
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2021,18.18,18.39,11.0,59.0,67.0,4846650845.38,17000.0,93.6,15.835,18584146161.45,256300.0,63.73
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2022,18.18,10.12,11.0,53.37,60.0,3651916500.79,16000.0,92.86,15.835,19125095697.44,256300.0,66.11
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2023,18.18,59.76,11.0,54.0,60.0,3410326489.13,13500.0,93.9,15.835,17288137265.54,256300.0,64.42
TEL.OL,Telenor ASA,Diversified Telecommunication Services,2024,20.0,25.93,10.0,48.0,60.0,3077681093.11,19642.85714285714,74.69,15.835,16203577430.34,256300.0,42.68
TEMN.S,Temenos AG,Software,2017,71.43,40.41,7.0,52.721428571428575,18.0,270212000.0,4457.5,24.34,74.83333333333333,819697000.0,699944.4285714285,46.84
TEMN.S,Temenos AG,Software,2018,75.0,24.38,8.0,39.0,0.0,320716000.0,4953.0,24.14,74.83333333333333,1112846000.0,435160.0,57.39
TEMN.S,Temenos AG,Software,2019,75.0,26.56,8.0,25.0,0.0,384728000.0,6600.5,29.78,72.62,1619647000.0,781184.0,57.76
TEMN.S,Temenos AG,Software,2020,75.0,27.45,8.0,48.0,21.0,391157000.0,7841.0,71.97,70.83,1501261000.0,1036728.0,52.05
TEMN.S,Temenos AG,Software,2021,85.71,42.82,7.0,65.0,24.0,399517000.0,8244.5,68.26,77.98,1434646000.0,790628.0,61.45
TEMN.S,Temenos AG,Software,2022,75.0,31.88,8.0,57.05,25.0,317389000.0,8113.5,88.83,75.89,1393847000.0,727524.0,57.08
TEMN.S,Temenos AG,Software,2023,90.0,72.3,10.0,65.0,29.0,355615000.0,7169.5,58.87,65.74,1446656000.0,620412.0,60.02
TEMN.S,Temenos AG,Software,2024,87.5,82.09,8.0,70.0,27.0,391166000.0,6768.5,94.0,85.94,1365697000.0,507975.0,55.77
TEPRF.PA,Teleperformance SE,Professional Services,2017,57.14,67.53,14.0,55.16428571428571,26.714285714285715,807331965.79,219948.5,59.79,41.18,4111035136.33,32413400.0,83.77
TEPRF.PA,Teleperformance SE,Professional Services,2018,50.0,49.07,14.0,41.0,16.0,815441783.65,264886.0,23.61,85.79166666666667,5201165244.52,34189100.0,86.81
TEPRF.PA,Teleperformance SE,Professional Services,2019,50.0,50.65,14.0,44.0,16.0,1239826917.47,318798.5,27.12,85.79166666666667,6335896688.56,42602393.0,76.34
TEPRF.PA,Teleperformance SE,Professional Services,2020,50.0,44.06,14.0,71.0,20.0,1368710307.77,357149.0,71.56,98.53,6935759648.27,46631754.0,78.9
TEPRF.PA,Teleperformance SE,Professional Services,2021,50.0,48.1,16.0,50.0,20.0,1576745560.78,400987.5,42.31,98.48,7571107018.62,44248896.0,79.74
TEPRF.PA,Teleperformance SE,Professional Services,2022,50.0,50.51,16.0,55.15,20.0,1745505136.99,415742.0,72.08,85.94,7586686643.84,61314375.0,80.04
TEPRF.PA,Teleperformance SE,Professional Services,2023,50.0,73.23,16.0,63.0,55.0,1812102016.27,386861.0,65.4,91.94,10670654321.12,62981592.0,80.26
TEPRF.PA,Teleperformance SE,Professional Services,2024,43.75,45.31,16.0,62.0,40.0,1955688994.72,337767.5,54.95,98.68,9841598509.16,56000000.0,81.77
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2017,50.666,82.42,8.0,36.0,50.0,1813697352.13,9691.0,53.94142857142857,60.586,7466350653.66,539669.0,94.33
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2018,50.666,20.92,6.0,37.0,27.0,1817730388.62,9590.0,25.0,60.586,6029772188.43,559954.0,92.92
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2019,50.666,18.69,2.0,32.0,25.0,2417452351.33,9680.5,26.02,60.586,7929526001.49,352660.0,88.93
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2020,33.33,17.89,6.0,52.0,53.0,1758590215.07,9560.5,26.4,83.33,6528411729.6,386346.0,90.23
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2021,60.0,93.85,10.0,74.0,75.0,2037240364.07,9379.0,27.38,70.0,6824786815.79,359751.0,90.85
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2022,50.0,91.84,10.0,75.6,75.0,1932060348.09,9371.5,87.23,35.71,8172352440.41,474369.0,93.62
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2023,50.0,80.42,8.0,69.0,75.0,2587693988.17,9340.5,86.27,41.67,8665044207.66,596824.0,93.91
TIMS3.SA,Tim SA,Wireless Telecommunication Services,2024,60.0,89.01,10.0,78.0,77.0,2140431221.47,9201.0,99.29,72.22,6801123862.86,404460.0,93.6
TKTT.PA,Tarkett SA,Building Products,2017,10.05,55.49333333333334,10.5,44.915,13.966666666666667,369117453.01,12692.5,68.18833333333333,65.23833333333333,1663847602.6,226333.33333333334,55.70666666666667
TKTT.PA,Tarkett SA,Building Products,2018,10.05,55.49333333333334,10.5,44.915,13.966666666666667,285232590.15,12835.5,68.18833333333333,65.23833333333333,1899600880.81,226333.33333333334,55.70666666666667
TKTT.PA,Tarkett SA,Building Products,2019,11.11,61.11,9.0,36.0,13.0,309284128.87,12928.5,78.1,70.0,1803241934.4,268000.0,55.88
TKTT.PA,Tarkett SA,Building Products,2020,10.0,25.63,10.0,33.0,19.0,467024914.51,12667.0,56.25,72.06,1920615534.93,256000.0,58.06
TKTT.PA,Tarkett SA,Building Products,2021,9.09,60.05,11.0,43.0,14.0,257485846.8,12196.0,81.29,57.58,1729418184.3,165000.0,58.89
TKTT.PA,Tarkett SA,Building Products,2022,10.05,57.36,12.0,50.49,9.8,251177226.03,12072.0,68.78,62.5,1914169520.55,246000.0,52.16
TKTT.PA,Tarkett SA,Building Products,2023,10.05,53.03,11.0,54.0,14.0,314965843.75,11987.0,67.42,66.13,1810556984.1,252000.0,55.81
TKTT.PA,Tarkett SA,Building Products,2024,10.0,75.78,10.0,53.0,14.0,339890257.79,11736.5,57.29,63.16,1664561548.81,171000.0,53.44
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2017,34.443333333333335,9.1425,3.75,19.75,12.75,113502943.65,116.5,27.9075,68.0,2155083052.99,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2018,34.443333333333335,9.1425,3.75,19.75,12.75,150514029.34,124.0,27.9075,68.0,4172517124.31,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2019,34.443333333333335,9.1425,3.75,19.75,12.75,190486512.52,134.5,27.9075,68.0,4285577805.3,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2020,34.443333333333335,9.1425,3.75,19.75,12.75,189863910.5,145.0,27.9075,68.0,6802480774.84,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2021,34.443333333333335,7.18,5.0,16.0,12.0,269643380.56,143.5,32.85,68.0,5290679042.5,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2022,20.0,8.12,5.0,18.0,13.0,165941386.44,113.5,31.22,68.0,4626190800.99,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2023,50.0,11.59,2.0,28.0,13.0,169354666.1,74.5,17.81,68.0,3707180008.56,2299.0,71.38
TLGG.H,TLG Immobilien AG,Real Estate Management & Development,2024,33.33,9.68,3.0,17.0,13.0,123199761.62,41.0,29.75,68.0,3113513513.51,2299.0,71.38
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2017,25.0,75.56,16.0,54.901428571428575,87.22571428571428,10477321529.25,60327.0,53.13,48.15,65561833471.29,1823553.0,55.15
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2018,40.0,81.9,15.0,58.0,87.0,9032938801.72,58665.0,45.08,75.0,58441141389.12,1722336.0,51.42
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2019,13.33,79.5,15.0,59.0,91.0,9267313857.81,56549.5,56.67,48.15,61549671546.76,1694508.0,52.46
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2020,6.67,76.44,15.0,59.0,86.0,8246213971.67,53772.5,44.5,48.15,72173913043.48,1457274.79,53.52
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2021,13.33,59.7,15.0,44.0,84.0,7033399267.9,52138.0,22.97,48.15,62164927358.3,2000600.0,59.86
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2022,14.29,63.41,14.0,57.31,86.58,5998501712.33,51160.5,64.86,48.15,53953339041.1,5316361.0,66.11
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2023,18.77,39.23,15.0,54.0,87.0,7049761071.81,48786.0,56.15,41.67,54755940096.9,2708738.0,62.5
TLIT.MI,Telecom Italia SpA,Diversified Telecommunication Services,2024,18.77,32.54,15.0,53.0,89.0,8157921458.927142,54485.5,52.78,27.78,61228680849.56428,1847089.0,63.11
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2017,8.33,68.52,12.0,48.0,50.0,883753709.2,27226.0,26.36,3.9749999999999996,3935954500.49,532680.0,40.72
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2018,7.69,51.72,13.0,45.0,56.0,836828087.17,25203.5,45.83,7.14,3774043583.54,645640.0,44.81
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2019,8.01,48.31,13.0,42.0,58.0,979432624.11,23000.0,91.8,3.9749999999999996,4206676449.01,603774.0,24.18
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2020,8.01,28.46,12.0,39.0,54.0,961840796.02,21500.0,40.44,3.9749999999999996,4106890547.26,514216.0,62.11
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2021,8.01,61.69,11.0,39.0,54.0,1037776176.75,20500.0,53.83,3.9749999999999996,3585878962.54,437909.0,61.62
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2022,8.01,88.28,11.0,43.47,57.14,1121136363.64,19749.5,35.83,3.9749999999999996,3439295454.55,834903.0,72.82
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2023,8.01,78.85,12.0,35.0,50.0,1058736383.44,19195.0,49.61,3.9749999999999996,3473507625.27,590911.0,78.53
TLMM.KL,Telekom Malaysia Bhd,Diversified Telecommunication Services,2024,8.01,59.04,14.0,37.0,50.0,1007900626.68,22339.14285714286,66.54,0.81,3459422560.43,736749.0,74.7
TMV.DE,TeamViewer SE,Software,2017,30.95,31.484,6.2,38.352,22.444,74138985.86,1203.3,48.718,78.57,723369441.35,17995.0,54.5925
TMV.DE,TeamViewer SE,Software,2018,30.95,31.484,6.2,38.352,22.444,170764519.68,1203.3,48.718,78.57,707680750.53,17995.0,54.5925
TMV.DE,TeamViewer SE,Software,2019,30.95,31.484,6.2,38.352,22.444,236009909.65,746.5,48.718,78.57,794407326.86,17995.0,54.5925
TMV.DE,TeamViewer SE,Software,2020,30.95,8.12,6.0,10.0,0.0,253827552.52,1048.5,31.22,78.57,931806301.91,17995.0,54.5925
TMV.DE,TeamViewer SE,Software,2021,30.95,11.59,6.0,39.0,22.0,209249028.03,1366.5,31.08,78.57,1361383943.8,17995.0,61.45
TMV.DE,TeamViewer SE,Software,2022,30.95,29.03,6.0,44.76,22.22,233574486.3,1431.5,77.96,78.57,800431292.81,17995.0,51.96
TMV.DE,TeamViewer SE,Software,2023,33.33,22.48,6.0,41.0,24.0,261364263.41,1423.5,28.78,78.57,676594969.82,17995.0,52.62
TMV.DE,TeamViewer SE,Software,2024,28.57,86.2,7.0,57.0,44.0,261478413.91,1203.3,74.55,78.57,564362770.47,17995.0,52.34
TRI.TO,Thomson Reuters Corp,Professional Services,2017,35.71,65.89,14.0,59.43571428571429,48.714285714285715,1718000000.0,45900.0,73.8,32.69,20601000000.0,2757000.0,56.49
TRI.TO,Thomson Reuters Corp,Professional Services,2018,33.33,47.18,12.0,62.0,62.0,1488000000.0,35950.0,83.81,32.69,12426000000.0,2813000.0,64.84
TRI.TO,Thomson Reuters Corp,Professional Services,2019,27.27,43.54,11.0,61.0,67.0,1595000000.0,25100.0,83.49,32.69,13137000000.0,485000.0,70.09
TRI.TO,Thomson Reuters Corp,Professional Services,2020,25.0,61.73,12.0,57.0,57.0,2038000000.0,24200.0,66.67,32.69,14058000000.0,663000.0,65.91
TRI.TO,Thomson Reuters Corp,Professional Services,2021,21.43,45.71,14.0,61.0,27.0,1995000000.0,24200.0,69.69,32.69,17881000000.0,480000.0,67.95
TRI.TO,Thomson Reuters Corp,Professional Services,2022,21.43,36.38,14.0,57.05,40.0,2328000000.0,24800.0,72.26,32.69,16881000000.0,451000.0,66.87
TRI.TO,Thomson Reuters Corp,Professional Services,2023,7.14,73.1,14.0,57.0,44.0,2683000000.0,25400.0,73.1,32.69,14397000000.0,445000.0,66.61
TRI.TO,Thomson Reuters Corp,Professional Services,2024,7.69,76.83,13.0,61.0,44.0,2720000000.0,26000.0,95.6,32.69,14884000000.0,522000.0,66.92
TRU.N,TransUnion,Professional Services,2017,9.09,35.09,9.0,22.0,15.0,702700000.0,4900.0,16.82,27.52333333333333,4289200000.0,56250.0,49.501999999999995
TRU.N,TransUnion,Professional Services,2018,9.09,66.04,10.0,20.0,21.0,819400000.0,6100.0,17.67,27.52333333333333,6030300000.0,56250.0,49.501999999999995
TRU.N,TransUnion,Professional Services,2019,9.09,59.99,10.0,22.0,49.0,887000000.0,7100.0,50.96,27.52333333333333,5996400000.0,56250.0,49.501999999999995
